datetime,Global CMP22 (vent/cor) [W/m^2],image_url
20241116070700,35.2643,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-48-58-336Z_image.jpg
20241116070800,37.5257,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-50-01-257Z_image.jpg
20241116070900,39.6576,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-51-04-291Z_image.jpg
20241116071000,41.9317,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-52-07-296Z_image.jpg
20241116071100,44.2511,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-53-09-866Z_image.jpg
20241116071200,46.7462,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-54-12-876Z_image.jpg
20241116071300,49.1936,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-55-15-486Z_image.jpg
20241116071400,51.6446,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-56-18-522Z_image.jpg
20241116071500,54.2067,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-57-21-751Z_image.jpg
20241116071600,56.6952,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-58-24-389Z_image.jpg
20241116071700,59.3342,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T12-59-27-056Z_image.jpg
20241116071800,61.756,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-00-30-018Z_image.jpg
20241116071900,64.0388,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-01-32-584Z_image.jpg
20241116072000,66.4804,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-02-36-099Z_image.jpg
20241116072100,69.2944,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-03-39-185Z_image.jpg
20241116072200,72.1972,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-04-41-804Z_image.jpg
20241116072300,74.9238,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-05-44-396Z_image.jpg
20241116072400,77.6095,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-06-47-057Z_image.jpg
20241116072500,80.3052,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-07-49-975Z_image.jpg
20241116072600,83.026,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-08-52-538Z_image.jpg
20241116072700,85.7476,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-09-55-151Z_image.jpg
20241116072800,88.4923,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-10-57-804Z_image.jpg
20241116072900,91.2286,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-12-00-461Z_image.jpg
20241116073000,93.9932,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-13-03-632Z_image.jpg
20241116073100,96.812,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-14-06-256Z_image.jpg
20241116073200,99.7081,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-15-08-917Z_image.jpg
20241116073300,102.649,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-16-11-590Z_image.jpg
20241116073400,105.641,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-17-14-211Z_image.jpg
20241116073500,108.502,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-18-17-131Z_image.jpg
20241116073600,111.436,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-19-19-846Z_image.jpg
20241116073700,114.159,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-20-22-488Z_image.jpg
20241116073800,117.076,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-21-25-453Z_image.jpg
20241116073900,120.095,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-22-29-441Z_image.jpg
20241116074000,122.886,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-23-32-300Z_image.jpg
20241116074100,125.681,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-24-35-217Z_image.jpg
20241116074200,128.848,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-25-38-039Z_image.jpg
20241116074300,131.956,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-26-41-075Z_image.jpg
20241116074400,134.811,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-27-44-044Z_image.jpg
20241116074500,137.617,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-28-47-442Z_image.jpg
20241116074600,140.504,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-29-50-463Z_image.jpg
20241116074700,143.447,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-30-53-162Z_image.jpg
20241116074800,146.276,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-31-55-682Z_image.jpg
20241116074900,149.36,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-32-58-330Z_image.jpg
20241116075000,152.526,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-34-01-419Z_image.jpg
20241116075100,155.594,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-35-03-965Z_image.jpg
20241116075200,158.274,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-36-06-620Z_image.jpg
20241116075300,161.364,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-37-09-244Z_image.jpg
20241116075400,164.285,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-38-11-864Z_image.jpg
20241116075500,167.236,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-39-15-093Z_image.jpg
20241116075600,170.169,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-40-18-048Z_image.jpg
20241116075700,173.058,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-41-20-587Z_image.jpg
20241116075800,176.31,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-42-23-311Z_image.jpg
20241116075900,179.412,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-43-25-887Z_image.jpg
20241116080000,182.286,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-44-28-769Z_image.jpg
20241116080100,185.502,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-45-31-393Z_image.jpg
20241116080200,188.716,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-46-34-050Z_image.jpg
20241116080300,191.703,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-47-36-839Z_image.jpg
20241116080400,194.487,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-48-39-376Z_image.jpg
20241116080500,197.383,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-49-42-215Z_image.jpg
20241116080600,200.219,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-50-44-731Z_image.jpg
20241116080700,203.252,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-51-47-396Z_image.jpg
20241116080800,206.175,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-52-49-992Z_image.jpg
20241116080900,209.406,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-53-52-632Z_image.jpg
20241116081000,212.404,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-54-55-632Z_image.jpg
20241116081100,215.276,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-55-58-251Z_image.jpg
20241116081200,218.161,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-57-01-250Z_image.jpg
20241116081300,221.014,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-58-04-257Z_image.jpg
20241116081400,224.114,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T13-59-07-262Z_image.jpg
20241116081500,227.4,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-00-10-219Z_image.jpg
20241116081600,230.185,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-01-13-193Z_image.jpg
20241116081700,233.28,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-02-16-316Z_image.jpg
20241116081800,236.012,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-03-19-354Z_image.jpg
20241116081900,239.139,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-04-22-336Z_image.jpg
20241116082000,242.41,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-05-25-685Z_image.jpg
20241116082100,245.111,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-06-28-710Z_image.jpg
20241116082200,247.856,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-07-31-306Z_image.jpg
20241116082300,250.959,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-08-34-293Z_image.jpg
20241116082400,253.795,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-09-37-175Z_image.jpg
20241116082500,256.375,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-10-39-994Z_image.jpg
20241116082600,259.396,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-11-42-534Z_image.jpg
20241116082700,262.058,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-12-45-146Z_image.jpg
20241116082800,265.125,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-13-47-808Z_image.jpg
20241116082900,268.119,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-14-50-613Z_image.jpg
20241116083000,270.983,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-15-53-579Z_image.jpg
20241116083100,273.681,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-16-56-362Z_image.jpg
20241116083200,276.445,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-17-59-067Z_image.jpg
20241116083300,279.281,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-19-01-823Z_image.jpg
20241116083400,282.324,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-20-05-645Z_image.jpg
20241116083500,285.092,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-21-08-601Z_image.jpg
20241116083600,288.172,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-22-11-255Z_image.jpg
20241116083700,291.101,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-23-14-274Z_image.jpg
20241116083800,293.975,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-24-16-971Z_image.jpg
20241116083900,296.566,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-25-19-614Z_image.jpg
20241116084000,299.188,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-26-22-508Z_image.jpg
20241116084100,302.304,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-27-25-191Z_image.jpg
20241116084200,305.363,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-28-28-214Z_image.jpg
20241116084300,308.327,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-29-30-973Z_image.jpg
20241116084400,311.24,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-30-33-631Z_image.jpg
20241116084500,313.97,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-31-36-439Z_image.jpg
20241116084600,316.642,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-32-39-488Z_image.jpg
20241116084700,319.255,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-33-42-236Z_image.jpg
20241116084800,321.995,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-34-44-850Z_image.jpg
20241116084900,324.625,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-35-47-531Z_image.jpg
20241116085000,327.359,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-36-50-753Z_image.jpg
20241116085100,329.606,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-37-53-369Z_image.jpg
20241116085200,331.978,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-38-56-359Z_image.jpg
20241116085300,335.187,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-39-59-032Z_image.jpg
20241116085400,337.594,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-41-01-620Z_image.jpg
20241116085500,340.374,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-42-04-945Z_image.jpg
20241116085600,343.744,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-43-07-631Z_image.jpg
20241116085700,346.227,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-44-10-216Z_image.jpg
20241116085800,348.849,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-45-13-172Z_image.jpg
20241116085900,351.716,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-46-16-368Z_image.jpg
20241116090000,354.58,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-47-19-266Z_image.jpg
20241116090100,357.028,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-48-22-214Z_image.jpg
20241116090200,359.31,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-49-24-958Z_image.jpg
20241116090300,361.987,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-50-27-722Z_image.jpg
20241116090400,364.527,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-51-30-431Z_image.jpg
20241116090500,367.045,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-52-33-536Z_image.jpg
20241116090600,369.459,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-53-36-233Z_image.jpg
20241116090700,371.764,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-54-38-875Z_image.jpg
20241116090800,374.72,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-55-41-541Z_image.jpg
20241116090900,377.139,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-56-44-210Z_image.jpg
20241116091000,379.619,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-57-47-140Z_image.jpg
20241116091100,381.975,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-58-49-881Z_image.jpg
20241116091200,384.285,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T14-59-53-440Z_image.jpg
20241116091300,386.742,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-00-56-078Z_image.jpg
20241116091400,389.143,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-01-58-738Z_image.jpg
20241116091500,391.456,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-03-01-684Z_image.jpg
20241116091600,394.03,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-04-04-500Z_image.jpg
20241116091700,396.237,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-05-07-118Z_image.jpg
20241116091800,398.634,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-06-09-764Z_image.jpg
20241116091900,400.867,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-07-12-532Z_image.jpg
20241116092000,403.158,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-08-15-737Z_image.jpg
20241116092100,405.82,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-09-18-968Z_image.jpg
20241116092200,408.103,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-10-22-200Z_image.jpg
20241116092300,410.442,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-11-25-412Z_image.jpg
20241116092400,412.064,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-12-28-397Z_image.jpg
20241116092500,414.488,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-13-31-388Z_image.jpg
20241116092600,416.475,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-14-34-053Z_image.jpg
20241116092700,418.414,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-15-39-425Z_image.jpg
20241116092800,421.082,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-16-37-011Z_image.jpg
20241116092900,422.847,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-17-40-162Z_image.jpg
20241116093000,424.969,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-18-43-896Z_image.jpg
20241116093100,427.272,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-19-46-537Z_image.jpg
20241116093200,429.392,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-20-49-294Z_image.jpg
20241116093300,431.108,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-21-52-883Z_image.jpg
20241116093400,433.441,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-22-55-692Z_image.jpg
20241116093500,435.651,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-23-59-027Z_image.jpg
20241116093600,437.93,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-25-02-122Z_image.jpg
20241116093700,439.673,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-26-04-877Z_image.jpg
20241116093800,441.709,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-27-07-696Z_image.jpg
20241116093900,443.962,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-28-10-538Z_image.jpg
20241116094000,445.643,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-29-13-512Z_image.jpg
20241116094100,447.44,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-30-16-121Z_image.jpg
20241116094200,448.928,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-31-19-372Z_image.jpg
20241116094300,451.118,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-32-22-082Z_image.jpg
20241116094400,453.21,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-33-26-270Z_image.jpg
20241116094500,455.037,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-34-29-305Z_image.jpg
20241116094600,456.894,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-35-32-031Z_image.jpg
20241116094700,458.763,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-36-34-781Z_image.jpg
20241116094800,461.16,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-37-37-424Z_image.jpg
20241116094900,463.005,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-38-40-145Z_image.jpg
20241116095000,464.596,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-39-43-273Z_image.jpg
20241116095100,466.313,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-40-45-986Z_image.jpg
20241116095200,468.329,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-41-49-293Z_image.jpg
20241116095300,470.103,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-42-51-979Z_image.jpg
20241116095400,472.149,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-43-54-949Z_image.jpg
20241116095500,474.481,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-44-57-999Z_image.jpg
20241116095600,476.526,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-46-00-787Z_image.jpg
20241116095700,478.074,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-47-03-896Z_image.jpg
20241116095800,479.88,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-48-07-052Z_image.jpg
20241116095900,481.621,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-49-09-783Z_image.jpg
20241116100000,483.498,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-50-12-764Z_image.jpg
20241116100100,484.921,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-51-15-744Z_image.jpg
20241116100200,485.707,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-52-18-376Z_image.jpg
20241116100300,487.534,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-53-21-550Z_image.jpg
20241116100400,488.192,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-54-24-518Z_image.jpg
20241116100500,490.042,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-55-27-797Z_image.jpg
20241116100600,490.909,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-56-30-698Z_image.jpg
20241116100700,492.851,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-57-33-281Z_image.jpg
20241116100800,494.712,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-58-35-944Z_image.jpg
20241116100900,496.558,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T15-59-38-975Z_image.jpg
20241116101000,498.587,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-00-42-061Z_image.jpg
20241116101100,500.055,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-01-45-220Z_image.jpg
20241116101200,501.208,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-02-48-377Z_image.jpg
20241116101300,502.49,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-03-51-440Z_image.jpg
20241116101400,504.154,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-04-54-510Z_image.jpg
20241116101500,506.517,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-05-57-828Z_image.jpg
20241116101600,508.017,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-07-00-859Z_image.jpg
20241116101700,509.122,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-08-03-943Z_image.jpg
20241116101800,510.098,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-09-06-953Z_image.jpg
20241116101900,511.352,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T16-10-10-097Z_image.jpg
